fname,image_height,image_width,source,bbox,target,tb_type,image_type
h0145.png,512,512,train,none,no_tb,none,healthy
h0146.png,512,512,train,none,no_tb,none,healthy
h0147.png,512,512,train,none,no_tb,none,healthy
h0149.png,512,512,train,none,no_tb,none,healthy
h0150.png,512,512,train,none,no_tb,none,healthy
h0153.png,512,512,train,none,no_tb,none,healthy
h0154.png,512,512,train,none,no_tb,none,healthy
h0155.png,512,512,train,none,no_tb,none,healthy
h0156.png,512,512,train,none,no_tb,none,healthy
h0157.png,512,512,train,none,no_tb,none,healthy
h0158.png,512,512,train,none,no_tb,none,healthy
h0159.png,512,512,train,none,no_tb,none,healthy
h0160.png,512,512,train,none,no_tb,none,healthy
h0161.png,512,512,train,none,no_tb,none,healthy
h0165.png,512,512,train,none,no_tb,none,healthy
h0166.png,512,512,train,none,no_tb,none,healthy
h0167.png,512,512,train,none,no_tb,none,healthy
h0168.png,512,512,train,none,no_tb,none,healthy
h0169.png,512,512,train,none,no_tb,none,healthy
h0170.png,512,512,train,none,no_tb,none,healthy
h0172.png,512,512,train,none,no_tb,none,healthy
h0174.png,512,512,train,none,no_tb,none,healthy
h0176.png,512,512,train,none,no_tb,none,healthy
h0178.png,512,512,train,none,no_tb,none,healthy
h0180.png,512,512,train,none,no_tb,none,healthy
h0181.png,512,512,train,none,no_tb,none,healthy
h0182.png,512,512,train,none,no_tb,none,healthy
h0186.png,512,512,train,none,no_tb,none,healthy
h0187.png,512,512,train,none,no_tb,none,healthy
h0188.png,512,512,train,none,no_tb,none,healthy
h0189.png,512,512,train,none,no_tb,none,healthy
h0190.png,512,512,train,none,no_tb,none,healthy
h0192.png,512,512,train,none,no_tb,none,healthy
h0194.png,512,512,train,none,no_tb,none,healthy
h0195.png,512,512,train,none,no_tb,none,healthy
h0198.png,512,512,train,none,no_tb,none,healthy
h0199.png,512,512,train,none,no_tb,none,healthy
h0201.png,512,512,train,none,no_tb,none,healthy
h0202.png,512,512,train,none,no_tb,none,healthy
h0203.png,512,512,train,none,no_tb,none,healthy
h0204.png,512,512,train,none,no_tb,none,healthy
h0208.png,512,512,train,none,no_tb,none,healthy
h0210.png,512,512,train,none,no_tb,none,healthy
h0212.png,512,512,train,none,no_tb,none,healthy
h0213.png,512,512,train,none,no_tb,none,healthy
h0216.png,512,512,train,none,no_tb,none,healthy
h0217.png,512,512,train,none,no_tb,none,healthy
h0218.png,512,512,train,none,no_tb,none,healthy
h0221.png,512,512,train,none,no_tb,none,healthy
h0225.png,512,512,train,none,no_tb,none,healthy
h0227.png,512,512,train,none,no_tb,none,healthy
h0230.png,512,512,train,none,no_tb,none,healthy
h0231.png,512,512,train,none,no_tb,none,healthy
h0232.png,512,512,train,none,no_tb,none,healthy
h0233.png,512,512,train,none,no_tb,none,healthy
h0234.png,512,512,train,none,no_tb,none,healthy
h0235.png,512,512,train,none,no_tb,none,healthy
h0236.png,512,512,train,none,no_tb,none,healthy
h0239.png,512,512,train,none,no_tb,none,healthy
h0241.png,512,512,train,none,no_tb,none,healthy
h0242.png,512,512,train,none,no_tb,none,healthy
h0243.png,512,512,train,none,no_tb,none,healthy
h0244.png,512,512,train,none,no_tb,none,healthy
h0245.png,512,512,train,none,no_tb,none,healthy
h0246.png,512,512,train,none,no_tb,none,healthy
h0247.png,512,512,train,none,no_tb,none,healthy
h0248.png,512,512,train,none,no_tb,none,healthy
h0251.png,512,512,train,none,no_tb,none,healthy
h0254.png,512,512,train,none,no_tb,none,healthy
h0255.png,512,512,train,none,no_tb,none,healthy
h0258.png,512,512,train,none,no_tb,none,healthy
h0259.png,512,512,train,none,no_tb,none,healthy
h0261.png,512,512,train,none,no_tb,none,healthy
h0262.png,512,512,train,none,no_tb,none,healthy
h0263.png,512,512,train,none,no_tb,none,healthy
h0264.png,512,512,train,none,no_tb,none,healthy
h0265.png,512,512,train,none,no_tb,none,healthy
h0267.png,512,512,train,none,no_tb,none,healthy
h0268.png,512,512,train,none,no_tb,none,healthy
h0269.png,512,512,train,none,no_tb,none,healthy
h0272.png,512,512,train,none,no_tb,none,healthy
h0273.png,512,512,train,none,no_tb,none,healthy
h0276.png,512,512,train,none,no_tb,none,healthy
h0278.png,512,512,train,none,no_tb,none,healthy
h0279.png,512,512,train,none,no_tb,none,healthy
h0281.png,512,512,train,none,no_tb,none,healthy
h0282.png,512,512,train,none,no_tb,none,healthy
h0283.png,512,512,train,none,no_tb,none,healthy
h0285.png,512,512,train,none,no_tb,none,healthy
h0286.png,512,512,train,none,no_tb,none,healthy
h0288.png,512,512,train,none,no_tb,none,healthy
h0289.png,512,512,train,none,no_tb,none,healthy
h0290.png,512,512,train,none,no_tb,none,healthy
h0291.png,512,512,train,none,no_tb,none,healthy
h0293.png,512,512,train,none,no_tb,none,healthy
h0294.png,512,512,train,none,no_tb,none,healthy
h0295.png,512,512,train,none,no_tb,none,healthy
h0297.png,512,512,train,none,no_tb,none,healthy
h0298.png,512,512,train,none,no_tb,none,healthy
h0299.png,512,512,train,none,no_tb,none,healthy
h0301.png,512,512,train,none,no_tb,none,healthy
h0304.png,512,512,train,none,no_tb,none,healthy
h0305.png,512,512,train,none,no_tb,none,healthy
h0306.png,512,512,train,none,no_tb,none,healthy
h0307.png,512,512,train,none,no_tb,none,healthy
h0310.png,512,512,train,none,no_tb,none,healthy
h0311.png,512,512,train,none,no_tb,none,healthy
h0312.png,512,512,train,none,no_tb,none,healthy
h0313.png,512,512,train,none,no_tb,none,healthy
h0314.png,512,512,train,none,no_tb,none,healthy
h0315.png,512,512,train,none,no_tb,none,healthy
h0317.png,512,512,train,none,no_tb,none,healthy
h0318.png,512,512,train,none,no_tb,none,healthy
h0320.png,512,512,train,none,no_tb,none,healthy
h0322.png,512,512,train,none,no_tb,none,healthy
h0323.png,512,512,train,none,no_tb,none,healthy
h0325.png,512,512,train,none,no_tb,none,healthy
h0326.png,512,512,train,none,no_tb,none,healthy
h0328.png,512,512,train,none,no_tb,none,healthy
h0329.png,512,512,train,none,no_tb,none,healthy
h0330.png,512,512,train,none,no_tb,none,healthy
h0331.png,512,512,train,none,no_tb,none,healthy
h0332.png,512,512,train,none,no_tb,none,healthy
h0333.png,512,512,train,none,no_tb,none,healthy
h0334.png,512,512,train,none,no_tb,none,healthy
h0335.png,512,512,train,none,no_tb,none,healthy
h0337.png,512,512,train,none,no_tb,none,healthy
h0338.png,512,512,train,none,no_tb,none,healthy
h0341.png,512,512,train,none,no_tb,none,healthy
h0345.png,512,512,train,none,no_tb,none,healthy
h0346.png,512,512,train,none,no_tb,none,healthy
h0347.png,512,512,train,none,no_tb,none,healthy
h0349.png,512,512,train,none,no_tb,none,healthy
h0350.png,512,512,train,none,no_tb,none,healthy
h0351.png,512,512,train,none,no_tb,none,healthy
h0353.png,512,512,train,none,no_tb,none,healthy
h0354.png,512,512,train,none,no_tb,none,healthy
h0355.png,512,512,train,none,no_tb,none,healthy
h0356.png,512,512,train,none,no_tb,none,healthy
h0358.png,512,512,train,none,no_tb,none,healthy
h0359.png,512,512,train,none,no_tb,none,healthy
h0360.png,512,512,train,none,no_tb,none,healthy
h0363.png,512,512,train,none,no_tb,none,healthy
h0364.png,512,512,train,none,no_tb,none,healthy
h0366.png,512,512,train,none,no_tb,none,healthy
h0368.png,512,512,train,none,no_tb,none,healthy
h0371.png,512,512,train,none,no_tb,none,healthy
h0372.png,512,512,train,none,no_tb,none,healthy
h0375.png,512,512,train,none,no_tb,none,healthy
h0376.png,512,512,train,none,no_tb,none,healthy
h0377.png,512,512,train,none,no_tb,none,healthy
h0378.png,512,512,train,none,no_tb,none,healthy
h0379.png,512,512,train,none,no_tb,none,healthy
h0381.png,512,512,train,none,no_tb,none,healthy
h0382.png,512,512,train,none,no_tb,none,healthy
h0383.png,512,512,train,none,no_tb,none,healthy
h0385.png,512,512,train,none,no_tb,none,healthy
h0387.png,512,512,train,none,no_tb,none,healthy
h0388.png,512,512,train,none,no_tb,none,healthy
h0389.png,512,512,train,none,no_tb,none,healthy
h0391.png,512,512,train,none,no_tb,none,healthy
h0392.png,512,512,train,none,no_tb,none,healthy
h0393.png,512,512,train,none,no_tb,none,healthy
h0394.png,512,512,train,none,no_tb,none,healthy
h0395.png,512,512,train,none,no_tb,none,healthy
h0396.png,512,512,train,none,no_tb,none,healthy
h0397.png,512,512,train,none,no_tb,none,healthy
h0401.png,512,512,train,none,no_tb,none,healthy
h0402.png,512,512,train,none,no_tb,none,healthy
h0405.png,512,512,train,none,no_tb,none,healthy
h0406.png,512,512,train,none,no_tb,none,healthy
h0407.png,512,512,train,none,no_tb,none,healthy
h0408.png,512,512,train,none,no_tb,none,healthy
h0409.png,512,512,train,none,no_tb,none,healthy
h0412.png,512,512,train,none,no_tb,none,healthy
h0413.png,512,512,train,none,no_tb,none,healthy
h0414.png,512,512,train,none,no_tb,none,healthy
h0415.png,512,512,train,none,no_tb,none,healthy
h0416.png,512,512,train,none,no_tb,none,healthy
h0419.png,512,512,train,none,no_tb,none,healthy
h0421.png,512,512,train,none,no_tb,none,healthy
h0423.png,512,512,train,none,no_tb,none,healthy
h0428.png,512,512,train,none,no_tb,none,healthy
h0430.png,512,512,train,none,no_tb,none,healthy
h0435.png,512,512,train,none,no_tb,none,healthy
h0436.png,512,512,train,none,no_tb,none,healthy
h0438.png,512,512,train,none,no_tb,none,healthy
h0439.png,512,512,train,none,no_tb,none,healthy
h0440.png,512,512,train,none,no_tb,none,healthy
h0443.png,512,512,train,none,no_tb,none,healthy
h0444.png,512,512,train,none,no_tb,none,healthy
h0445.png,512,512,train,none,no_tb,none,healthy
h0446.png,512,512,train,none,no_tb,none,healthy
h0447.png,512,512,train,none,no_tb,none,healthy
h0448.png,512,512,train,none,no_tb,none,healthy
h0449.png,512,512,train,none,no_tb,none,healthy
h0450.png,512,512,train,none,no_tb,none,healthy
h0451.png,512,512,train,none,no_tb,none,healthy
h0453.png,512,512,train,none,no_tb,none,healthy
h0454.png,512,512,train,none,no_tb,none,healthy
h0455.png,512,512,train,none,no_tb,none,healthy
h0458.png,512,512,train,none,no_tb,none,healthy
h0460.png,512,512,train,none,no_tb,none,healthy
h0462.png,512,512,train,none,no_tb,none,healthy
h0463.png,512,512,train,none,no_tb,none,healthy
h0464.png,512,512,train,none,no_tb,none,healthy
h0466.png,512,512,train,none,no_tb,none,healthy
h0467.png,512,512,train,none,no_tb,none,healthy
h0468.png,512,512,train,none,no_tb,none,healthy
h0471.png,512,512,train,none,no_tb,none,healthy
h0472.png,512,512,train,none,no_tb,none,healthy
h0473.png,512,512,train,none,no_tb,none,healthy
h0474.png,512,512,train,none,no_tb,none,healthy
h0475.png,512,512,train,none,no_tb,none,healthy
h0476.png,512,512,train,none,no_tb,none,healthy
h0477.png,512,512,train,none,no_tb,none,healthy
h0478.png,512,512,train,none,no_tb,none,healthy
h0479.png,512,512,train,none,no_tb,none,healthy
h0480.png,512,512,train,none,no_tb,none,healthy
h0483.png,512,512,train,none,no_tb,none,healthy
h0485.png,512,512,train,none,no_tb,none,healthy
h0487.png,512,512,train,none,no_tb,none,healthy
h0489.png,512,512,train,none,no_tb,none,healthy
h0490.png,512,512,train,none,no_tb,none,healthy
h0492.png,512,512,train,none,no_tb,none,healthy
h0494.png,512,512,train,none,no_tb,none,healthy
h0495.png,512,512,train,none,no_tb,none,healthy
h0496.png,512,512,train,none,no_tb,none,healthy
h0500.png,512,512,train,none,no_tb,none,healthy
h0501.png,512,512,train,none,no_tb,none,healthy
h0504.png,512,512,train,none,no_tb,none,healthy
h0507.png,512,512,train,none,no_tb,none,healthy
h0512.png,512,512,train,none,no_tb,none,healthy
h0517.png,512,512,train,none,no_tb,none,healthy
h0518.png,512,512,train,none,no_tb,none,healthy
h0519.png,512,512,train,none,no_tb,none,healthy
h0520.png,512,512,train,none,no_tb,none,healthy
h0521.png,512,512,train,none,no_tb,none,healthy
h0524.png,512,512,train,none,no_tb,none,healthy
h0527.png,512,512,train,none,no_tb,none,healthy
h0528.png,512,512,train,none,no_tb,none,healthy
h0529.png,512,512,train,none,no_tb,none,healthy
h0533.png,512,512,train,none,no_tb,none,healthy
h0534.png,512,512,train,none,no_tb,none,healthy
h0535.png,512,512,train,none,no_tb,none,healthy
h0536.png,512,512,train,none,no_tb,none,healthy
h0538.png,512,512,train,none,no_tb,none,healthy
h0541.png,512,512,train,none,no_tb,none,healthy
h0542.png,512,512,train,none,no_tb,none,healthy
h0546.png,512,512,train,none,no_tb,none,healthy
h0547.png,512,512,train,none,no_tb,none,healthy
h0549.png,512,512,train,none,no_tb,none,healthy
h0550.png,512,512,train,none,no_tb,none,healthy
h0552.png,512,512,train,none,no_tb,none,healthy
h0554.png,512,512,train,none,no_tb,none,healthy
h0555.png,512,512,train,none,no_tb,none,healthy
h0556.png,512,512,train,none,no_tb,none,healthy
h0557.png,512,512,train,none,no_tb,none,healthy
h0559.png,512,512,train,none,no_tb,none,healthy
h0561.png,512,512,train,none,no_tb,none,healthy
h0567.png,512,512,train,none,no_tb,none,healthy
h0568.png,512,512,train,none,no_tb,none,healthy
h0570.png,512,512,train,none,no_tb,none,healthy
h0575.png,512,512,train,none,no_tb,none,healthy
h0581.png,512,512,train,none,no_tb,none,healthy
h0582.png,512,512,train,none,no_tb,none,healthy
h0583.png,512,512,train,none,no_tb,none,healthy
h0584.png,512,512,train,none,no_tb,none,healthy
h0586.png,512,512,train,none,no_tb,none,healthy
h0588.png,512,512,train,none,no_tb,none,healthy
h0589.png,512,512,train,none,no_tb,none,healthy
h0590.png,512,512,train,none,no_tb,none,healthy
h0592.png,512,512,train,none,no_tb,none,healthy
h0593.png,512,512,train,none,no_tb,none,healthy
h0596.png,512,512,train,none,no_tb,none,healthy
h0597.png,512,512,train,none,no_tb,none,healthy
h0598.png,512,512,train,none,no_tb,none,healthy
h0599.png,512,512,train,none,no_tb,none,healthy
h0600.png,512,512,train,none,no_tb,none,healthy
h0603.png,512,512,train,none,no_tb,none,healthy
h0606.png,512,512,train,none,no_tb,none,healthy
h0607.png,512,512,train,none,no_tb,none,healthy
h0609.png,512,512,train,none,no_tb,none,healthy
h0614.png,512,512,train,none,no_tb,none,healthy
h0616.png,512,512,train,none,no_tb,none,healthy
h0618.png,512,512,train,none,no_tb,none,healthy
h0619.png,512,512,train,none,no_tb,none,healthy
h0621.png,512,512,train,none,no_tb,none,healthy
h0623.png,512,512,train,none,no_tb,none,healthy
h0625.png,512,512,train,none,no_tb,none,healthy
h0626.png,512,512,train,none,no_tb,none,healthy
h0629.png,512,512,train,none,no_tb,none,healthy
h0635.png,512,512,train,none,no_tb,none,healthy
h0636.png,512,512,train,none,no_tb,none,healthy
h0640.png,512,512,train,none,no_tb,none,healthy
h0642.png,512,512,train,none,no_tb,none,healthy
h0643.png,512,512,train,none,no_tb,none,healthy
h0644.png,512,512,train,none,no_tb,none,healthy
h0646.png,512,512,train,none,no_tb,none,healthy
h0647.png,512,512,train,none,no_tb,none,healthy
h0649.png,512,512,train,none,no_tb,none,healthy
h0651.png,512,512,train,none,no_tb,none,healthy
h0652.png,512,512,train,none,no_tb,none,healthy
h0654.png,512,512,train,none,no_tb,none,healthy
h0656.png,512,512,train,none,no_tb,none,healthy
h0657.png,512,512,train,none,no_tb,none,healthy
h0658.png,512,512,train,none,no_tb,none,healthy
h0659.png,512,512,train,none,no_tb,none,healthy
h0661.png,512,512,train,none,no_tb,none,healthy
h0662.png,512,512,train,none,no_tb,none,healthy
h0665.png,512,512,train,none,no_tb,none,healthy
h0667.png,512,512,train,none,no_tb,none,healthy
h0668.png,512,512,train,none,no_tb,none,healthy
h0673.png,512,512,train,none,no_tb,none,healthy
h0675.png,512,512,train,none,no_tb,none,healthy
h0677.png,512,512,train,none,no_tb,none,healthy
h0678.png,512,512,train,none,no_tb,none,healthy
h0680.png,512,512,train,none,no_tb,none,healthy
h0681.png,512,512,train,none,no_tb,none,healthy
h0682.png,512,512,train,none,no_tb,none,healthy
h0685.png,512,512,train,none,no_tb,none,healthy
h0686.png,512,512,train,none,no_tb,none,healthy
h0687.png,512,512,train,none,no_tb,none,healthy
h0688.png,512,512,train,none,no_tb,none,healthy
h0689.png,512,512,train,none,no_tb,none,healthy
h0690.png,512,512,train,none,no_tb,none,healthy
h0693.png,512,512,train,none,no_tb,none,healthy
h0694.png,512,512,train,none,no_tb,none,healthy
h0695.png,512,512,train,none,no_tb,none,healthy
h0697.png,512,512,train,none,no_tb,none,healthy
h0700.png,512,512,train,none,no_tb,none,healthy
h0701.png,512,512,train,none,no_tb,none,healthy
h0702.png,512,512,train,none,no_tb,none,healthy
h0704.png,512,512,train,none,no_tb,none,healthy
h0707.png,512,512,train,none,no_tb,none,healthy
h0709.png,512,512,train,none,no_tb,none,healthy
h0710.png,512,512,train,none,no_tb,none,healthy
h0711.png,512,512,train,none,no_tb,none,healthy
h0712.png,512,512,train,none,no_tb,none,healthy
h0713.png,512,512,train,none,no_tb,none,healthy
h0715.png,512,512,train,none,no_tb,none,healthy
h0716.png,512,512,train,none,no_tb,none,healthy
h0717.png,512,512,train,none,no_tb,none,healthy
h0719.png,512,512,train,none,no_tb,none,healthy
h0723.png,512,512,train,none,no_tb,none,healthy
h0727.png,512,512,train,none,no_tb,none,healthy
h0728.png,512,512,train,none,no_tb,none,healthy
h0729.png,512,512,train,none,no_tb,none,healthy
h0730.png,512,512,train,none,no_tb,none,healthy
h0732.png,512,512,train,none,no_tb,none,healthy
h0733.png,512,512,train,none,no_tb,none,healthy
h0737.png,512,512,train,none,no_tb,none,healthy
h0738.png,512,512,train,none,no_tb,none,healthy
h0739.png,512,512,train,none,no_tb,none,healthy
h0741.png,512,512,train,none,no_tb,none,healthy
h0742.png,512,512,train,none,no_tb,none,healthy
h0744.png,512,512,train,none,no_tb,none,healthy
h0745.png,512,512,train,none,no_tb,none,healthy
h0746.png,512,512,train,none,no_tb,none,healthy
h0748.png,512,512,train,none,no_tb,none,healthy
h0749.png,512,512,train,none,no_tb,none,healthy
h0750.png,512,512,train,none,no_tb,none,healthy
h0751.png,512,512,train,none,no_tb,none,healthy
h0759.png,512,512,train,none,no_tb,none,healthy
h0760.png,512,512,train,none,no_tb,none,healthy
h0762.png,512,512,train,none,no_tb,none,healthy
h0763.png,512,512,train,none,no_tb,none,healthy
h0766.png,512,512,train,none,no_tb,none,healthy
h0767.png,512,512,train,none,no_tb,none,healthy
h0769.png,512,512,train,none,no_tb,none,healthy
h0770.png,512,512,train,none,no_tb,none,healthy
h0771.png,512,512,train,none,no_tb,none,healthy
h0772.png,512,512,train,none,no_tb,none,healthy
h0775.png,512,512,train,none,no_tb,none,healthy
h0776.png,512,512,train,none,no_tb,none,healthy
h0778.png,512,512,train,none,no_tb,none,healthy
h0779.png,512,512,train,none,no_tb,none,healthy
h0780.png,512,512,train,none,no_tb,none,healthy
h0781.png,512,512,train,none,no_tb,none,healthy
h0782.png,512,512,train,none,no_tb,none,healthy
h0783.png,512,512,train,none,no_tb,none,healthy
h0787.png,512,512,train,none,no_tb,none,healthy
h0788.png,512,512,train,none,no_tb,none,healthy
h0790.png,512,512,train,none,no_tb,none,healthy
h0794.png,512,512,train,none,no_tb,none,healthy
h0795.png,512,512,train,none,no_tb,none,healthy
h0799.png,512,512,train,none,no_tb,none,healthy
h0801.png,512,512,train,none,no_tb,none,healthy
h0802.png,512,512,train,none,no_tb,none,healthy
h0805.png,512,512,train,none,no_tb,none,healthy
h0806.png,512,512,train,none,no_tb,none,healthy
h0807.png,512,512,train,none,no_tb,none,healthy
h0808.png,512,512,train,none,no_tb,none,healthy
h0810.png,512,512,train,none,no_tb,none,healthy
h0814.png,512,512,train,none,no_tb,none,healthy
h0818.png,512,512,train,none,no_tb,none,healthy
h0827.png,512,512,train,none,no_tb,none,healthy
h0828.png,512,512,train,none,no_tb,none,healthy
h0831.png,512,512,train,none,no_tb,none,healthy
h0832.png,512,512,train,none,no_tb,none,healthy
h0834.png,512,512,train,none,no_tb,none,healthy
h0835.png,512,512,train,none,no_tb,none,healthy
h0836.png,512,512,train,none,no_tb,none,healthy
h0837.png,512,512,train,none,no_tb,none,healthy
h0838.png,512,512,train,none,no_tb,none,healthy
h0839.png,512,512,train,none,no_tb,none,healthy
h0840.png,512,512,train,none,no_tb,none,healthy
h0843.png,512,512,train,none,no_tb,none,healthy
h0845.png,512,512,train,none,no_tb,none,healthy
h0846.png,512,512,train,none,no_tb,none,healthy
h0849.png,512,512,train,none,no_tb,none,healthy
h0850.png,512,512,train,none,no_tb,none,healthy
h0851.png,512,512,train,none,no_tb,none,healthy
h0852.png,512,512,train,none,no_tb,none,healthy
h0853.png,512,512,train,none,no_tb,none,healthy
h0854.png,512,512,train,none,no_tb,none,healthy
h0856.png,512,512,train,none,no_tb,none,healthy
h0857.png,512,512,train,none,no_tb,none,healthy
h0858.png,512,512,train,none,no_tb,none,healthy
h0859.png,512,512,train,none,no_tb,none,healthy
h0860.png,512,512,train,none,no_tb,none,healthy
h0862.png,512,512,train,none,no_tb,none,healthy
h0863.png,512,512,train,none,no_tb,none,healthy
h0864.png,512,512,train,none,no_tb,none,healthy
h0866.png,512,512,train,none,no_tb,none,healthy
h0867.png,512,512,train,none,no_tb,none,healthy
h0870.png,512,512,train,none,no_tb,none,healthy
h0871.png,512,512,train,none,no_tb,none,healthy
h0872.png,512,512,train,none,no_tb,none,healthy
h0874.png,512,512,train,none,no_tb,none,healthy
h0875.png,512,512,train,none,no_tb,none,healthy
h0876.png,512,512,train,none,no_tb,none,healthy
h0877.png,512,512,train,none,no_tb,none,healthy
h0878.png,512,512,train,none,no_tb,none,healthy
h0880.png,512,512,train,none,no_tb,none,healthy
h0882.png,512,512,train,none,no_tb,none,healthy
h0883.png,512,512,train,none,no_tb,none,healthy
h0884.png,512,512,train,none,no_tb,none,healthy
h0888.png,512,512,train,none,no_tb,none,healthy
h0889.png,512,512,train,none,no_tb,none,healthy
h0890.png,512,512,train,none,no_tb,none,healthy
h0891.png,512,512,train,none,no_tb,none,healthy
h0892.png,512,512,train,none,no_tb,none,healthy
h0896.png,512,512,train,none,no_tb,none,healthy
h0897.png,512,512,train,none,no_tb,none,healthy
h0902.png,512,512,train,none,no_tb,none,healthy
h0903.png,512,512,train,none,no_tb,none,healthy
h0904.png,512,512,train,none,no_tb,none,healthy
h0905.png,512,512,train,none,no_tb,none,healthy
h0906.png,512,512,train,none,no_tb,none,healthy
h0908.png,512,512,train,none,no_tb,none,healthy
h0909.png,512,512,train,none,no_tb,none,healthy
h0911.png,512,512,train,none,no_tb,none,healthy
h0912.png,512,512,train,none,no_tb,none,healthy
h0913.png,512,512,train,none,no_tb,none,healthy
h0915.png,512,512,train,none,no_tb,none,healthy
h0916.png,512,512,train,none,no_tb,none,healthy
h0917.png,512,512,train,none,no_tb,none,healthy
h0918.png,512,512,train,none,no_tb,none,healthy
h0919.png,512,512,train,none,no_tb,none,healthy
h0920.png,512,512,train,none,no_tb,none,healthy
h0921.png,512,512,train,none,no_tb,none,healthy
h0924.png,512,512,train,none,no_tb,none,healthy
h0926.png,512,512,train,none,no_tb,none,healthy
